pp,response_id,color_drink,color_drink_coded_1,color_drink_coded_2,color_drink_coded_3,color_health,color_health_coded_1,color_health_coded_2,color_health_coded_3,color_own,Color_own_coded_1,Color_own_coded_2,Color_own_coded_3
137,R_3QSF87d433wxuwY,The lighter it is the more hydrated they are.,hydration,,,"Generally, it is better to be well hydrated.  Dark urine indicates that you probably need to drink more fluids.  I am not sure if there are medical conditions, not related to hydration which can cause urin colour changes",hydration,disease,,"I do try to drink a bit more when it is dark.  Not sure if there is a place to note this info. elsewhere in the survey, but my coffee consumption is usually decaff.",sometimes_more,,
138,R_39OHq0Ax7HqDsUV,I think that the clearer the colour the more hydrated the person is,hydration,,,I think you can see infections and dehydration indicated by dark coloured urine,hydration,disease,,When I am trying to be good I drink a lot more water and the colour is noticeably clearer which encourages me to continue drinking,awareness,,
139,R_2rBFrBmaneFYhcx,the lighter the colour the more hydrated that they are,hydration,,,"well, everything in your body works better when fully hydrated  so the more you drink the better you skin hair and body will feel",hydration,,,"if I see that my urine is dark I will grab a drink, I use this technique as I struggle to feel thirsty",drink_more,,
140,R_YYuOKa775PQOdGh,"I'm not familiar with this, but I'm guessing the more unhealthy a person's diet, the darker their urine colour will be.",diet,,,"As above; I would imagine the more unhealthy a person's diet, the darker their urine colour will be.",diet,,,It does not.,no_effect,,
141,R_1DBaXg1aEdzKrJo,If we do t drink enough fluids our urine becomes dark in colour.,amount,,,"Several illnesses can be ""diagnosed"" by urine.",disease,,,Yes. If it is dark I drink more.,drink_more,,
142,R_3nuyLiQ5cx9XmHY,The more fluids they drink the lighter it will be.,amount,,,Dark urine indicates dehydration,hydration,,,I drink more if my urine is dark.,drink_more,,
143,R_26o2LQ1JPQzZU3p,If someone drinks a lot of water their urine should be lighter in colour,amount,,,It can show problems with your kidneys if the urine is too dark,organ,,,Sometimes I will try to drink more water if my urine is really dark.,sometimes_more,,
144,R_RmmmImdt3CiN2P7,it is paler the more fluids they drink,amount,,,strong smelling can indicate illness/dehydration,hydration,,,if it's really dark i'm aware to drink more water,awareness,,
145,R_yW3iyGH9VypzVUl,It's a good measure,N/A,,,It's a helpful indicator,N/A,,,Not as much as it should,N/A,,
146,R_2OIa9NhtrKJogrE,"I think that the more someone drinks, the lighter their urine is.",amount,,,"I am not sure about how the colour of urine is related to someone's health other than that the darker the urine, the more dehydrated someone is.",hydration,color,,If my urine is darker than normal I will make an effort to drink more.,drink_more,,
147,R_3fDmJ8tAPtUq0iI,"the darker it is the more concentrated, i.e. less water. Dark equals dehydration.",concentration,hydration,,"I'm not sure about health, I'm only sure of the link with hydration.",hydration,,,If it is dark I drink more water.,drink_more,,
148,R_DABFeZIARwSej05,the more fluids you drink (especially water) the lighter someone's urine's color is.,amount,,,"Darker shades of urine color may indicate health problems. There may also be blood in someone's urine, which is a red flag",disease,,,sometimes it reminds me to drink more water but in all honestly sometimes I don't take any action,sometimes_more,,
149,R_1N3OHfnr4L1jHsv,"The clearer the urine, the more fluid they drink",amount,,,It would indicate that they are well hydrated but it's hard to make an overall judgement on their health,hydration,color,,"If I think my urine is too yellow, I will drink more fluids",drink_more,,
150,R_0psgZOLzeDp8kUN,The darker the urine the less hydrated they are.,hydration,,,Dark urine could indicate some health related problems.,color,,,If my urine is dark I would typically drink more water.,drink_more,,
151,R_1ptYnXw6idmzoF3,Whether they are drinking enough liquids and how much sugar/starch they have eaten.,amount,diet,,The darker the urine the worse health someone is.,color,,,If my urine is quite dark I tend to try and drink some more water as it could mean I am de-hydrated,awareness,,
166,R_12EIK0ziyTM7PSp,"Quite a bit. A darker urine colour combined with a strong smell is a good indication that the person needs to drink more water. Urine can also be a different colour and smell if for example taking certain medication, or eating certain foods",amount,diet,,"Quite a bit, similar answer to above",N/A,,,"I think about what I've eaten and if I've had enough water. I also notice my urine is lighter and I urinate more frequently right after my menstruation, which might indicate that I was retaining water previously.",awareness,,
167,R_3PpAP81xJM7prJX,The darker the urine the less they have drank.,amount,,,The darker the urine the less healthy they are at that time.,color,,,I do try to drink a bit more if I have dark urine,drink_more,,
168,R_1jcV2i3qv2iSJ3I,the darker the urine the less hydrated they are,hydration,,,dark urine means theyre not drinking enough to make their body healthy,color,hydration,,if its too dark i need to drink more,drink_more,,
169,R_1Eih3NTVOiAsChf,I know that it changes colour when you drink lots of water to a healthier colour but I don't know what that colour is supposed to be.,amount,,,Different coloured urine can indicate different health problems like infections and dehydration I think? It gets darker when you're dehydrated.,hydration,color,,It doesn't affect it at all. I have always assumed that there will be some natural variation in your urine colour depending on where you are in your hormonal cycle. I don't know if that is actually true.,no_effect,,
170,R_2Ys7bZHyO3GFqKq,the colour and strength changes with the amount you drink,amount,,,colour can related to illness,disease,,,if it is strong i drink more,drink_more,,
171,R_3R4qUg80dJHlKhs,"The darker the urine, the less they have drank.",amount,,,If it's very dark even if the person has been drinking a lot it could indicate a health problem.,disease,,,"If my urine is dark, I try to drink more water throughout the day.",drink_more,,
172,R_b26IHTUyCbpZC4F,shows whether you're well hydrated or not,hydration,,,"the darker, the less hydrated and could damage your health",hydration,,disease,"no, but I do keep an eye on it",N/A,,
173,R_6rRvwKjEs0CMDsZ,"The colour of someone's urine should be very light, if it is dark they haven't drunk enough",amount,,,If your urine is dark you may have some other medical isue,disease,,,If I notice it is dark I drink more water,drink_more,,
174,R_1pzpvr6fibp9L5b,The clearer the better the hydration level,hydration,,,"Directly, dark or yellow tends to be problematic or a warning",disease,,,The darker the more inclined I \m to drink water. I work in a Restaurant si hydration is very important,sometimes_more,,
175,R_29cfo9nl8zE7wrN,The darker the urine the more likely one is dehydrated - also if not clear (i.e. cloudy) it could indicate an infection,hydration,health,,"Urine colour is a good indicator of not only health, but a lifestyle that could lead to health problems in the future",N/A,,,I'm very conscious of making sure that I take on enough liquid so that my urine is not too dark - if it is I'll drink a glass or two of water,awareness,,
176,R_2qt2ifDLiY51ftk,lighter then more water has been drank,amount,,,lighter is better,color,,,if its darker i will drink more water,drink_more,,
177,R_1pE9lCd3N3dEoeg,Shows how hydrated they are,hydration,,,Shows if anything wrong inside the body,color,,,If very off colour then I need to drink more water,drink_more,,
178,R_1ImZlcfCt80Jmxi,I have read that urine colour is not a sign of hydration so I do not worry about the colour,no_effect,,,I have been told that dark urine could be a sign of kidney problems but this conflicts with the information above.,N/A,,,Not at all,no_effect,,
179,R_Zq2QFyGY40nvIOZ,it relates to how well hydrated you are and how well your body is processing waste,hydration,,,don't know,N/A,,,if it is dark and strong smelling i know i need to consume water more,awareness,,
180,R_2uNXh5uzOlcfqJN,If they drink less it will be darker.  It will be lighter in colour the more hydrated they are.  A,amount,hydration,,If they are having kidney issues it can affect the colour of urine.  Also liver issues can affect the colour too.,organ ,disease,,I definitely keep an eye on my urine colour and increase the amount of plain water I drink straight away if it becomes darker.,awareness,,
181,R_29bTHX05cGl61JU,"The lighter it is, the more water they have drank",amount,,,Dark urine is not healthy,color,,,"Not much unless it is dark, I usually drink enough that it is a normal (i.e. mid yellow) colour",no_effect,,
182,R_VXBaIEAk5HQ8iyt,I think the darker the urine then the less hydrated someone is which can affect general health.,hydration,health,,Related to hydration and I presume state of kidneys etc.,hydration,organ,,If I notice my urine is dark I do try and ensure I drink more water.,sometimes_more,,
183,R_2B3xeNNJHMsRRBS,If the colour is darker it suggest they're more dehydrated than if it was a lighter colour,hydration,,,"Dehydration is bad for the body, and can suggest they're not drinking enough or have some underlying health issue",hydration,disease,,It doesn't really. I'm usually pretty good at drinking enough and take cues more from headaches than uring colour,no_effect,,
184,R_1EYUmdihYKp8u4X,It tells whether they are hydrated or not.,hydration,,,"It can tell you not only if you are hydrated, but the function of your kidneys and other issues - i.e blood in urine, could be a urinary tract infection or something more serious.",hydration,disease,,"I notice it in passing often, and not conciously. Sometimes I think 'oh, that looks a bit dark' and it prompts me to drink more, but I don't often take action.",sometimes_more,,
185,R_rqkQGnGERwEjJM5,"The darker the colour, the less fluids they've consumed",amount,,,darker urine can mean there's health issues going on within your body,disease,,,Sometimes I will try to drink more water if i find my urine is very dark or smells quite strong,sometimes_more,,
186,R_RXFXMi9FEc0jfAB,Yellow or dark means dehydrated.,hydration,,,Yellow or dark means dehydrated.,hydration,,,Yellow or dark and I try to drink more.,drink_more,,
187,R_1QrXADqseVLCx7j,"The darker it is , the less hydrated they are.",hydration,,,If there is blood in urine it may indicate some disease or disorder.,disease,,,I try to drink more water when the colour of my urine is noticeably darker.,drink_more,,
188,R_1d1gFihuC4P2SRv,its true,N/A,,,not necessarily might be just dehydration,hydration,,,"to dark , just getting more water",drink_more,,
189,R_1P0nyQxkCHQMi0w,straw coloured urine is what we should all aim for,N/A,,,it shows if a person is dehydrated or not,hydration,,,if it is darker you know you need to up your water intake,N/A,,
190,R_1P5VV280J7vjjgW,The more hydrated you are the lighter your urine will be,hydration,,,If it is too dark you aren't drinking enough to carry toxins out your body,hydration,,,If I notice my urine is too dark or it smells I will drink more water but this is rare as it is usually fine,drink_more,,
191,R_2zCTbglk7ivVKFQ,"Urine will be more yellow if someone is dehydrated or has not drunk enough water. Similarly, it will be clearer if someone has been drinking a correct amount.",hydration,,,"If someone has persistently yellow urine, they are not drinking enough, and this could mark ill health.",hydration,color,,I try to drink more if my urine is more yellow.,drink_more,,
